Idade,Gênero,Area_Setor,Modelo_Trabalho,Autonomia_Trabalho,Horas_Extras_Semana,Reunioes_Intensas_Semana,EE_Exaustao,C_Cinismo,EP_Eficacia,Risco_Score,TARGET_Risco_Burnout
51,Masculino,Vendas/MKT,Presencial,5,0,7,4,3,1,15.6,Moderado Risco
38,Masculino,Vendas/MKT,Home Office,1,11,0,3,5,4,15.5,Moderado Risco
41,Masculino,Tecnologia,Híbrido,5,6,10,2,3,3,13.1,Moderado Risco
37,Masculino,Educação,Híbrido,1,4,1,4,5,3,15.0,Moderado Risco
28,Masculino,Financeiro,Presencial,4,10,4,5,4,3,19.3,Alto Risco
37,Masculino,Financeiro,Híbrido,1,11,6,3,2,1,15.9,Moderado Risco
48,Masculino,Vendas/MKT,Presencial,5,6,6,4,5,4,16.5,Moderado Risco
44,Feminino,Logística,Home Office,2,14,7,3,5,1,21.5,Alto Risco
45,Masculino,Administrativo,Home Office,1,0,2,5,4,5,13.3,Moderado Risco
30,Masculino,Vendas/MKT,Home Office,2,4,5,3,1,2,10.7,Baixo Risco
56,Feminino,Logística,Home Office,4,1,6,3,4,4,14.3,Moderado Risco
41,Masculino,Vendas/MKT,Presencial,3,0,6,4,5,4,15.0,Moderado Risco
58,Masculino,Tecnologia,Presencial,3,5,4,3,4,1,16.8,Moderado Risco
38,Feminino,Tecnologia,Presencial,5,11,3,4,4,5,14.8,Moderado Risco
52,Masculino,Tecnologia,Presencial,1,4,1,2,4,4,9.8,Baixo Risco
29,Feminino,Financeiro,Home Office,4,3,7,5,3,5,13.1,Moderado Risco
36,Outro,Saúde,Presencial,4,0,9,1,4,2,14.3,Moderado Risco
52,Masculino,Administrativo,Home Office,2,14,2,5,4,4,17.3,Alto Risco
51,Feminino,Logística,Home Office,5,4,2,3,5,5,13.5,Moderado Risco
41,Feminino,Educação,Híbrido,4,6,0,4,3,5,12.1,Moderado Risco
33,Masculino,Saúde,Presencial,1,0,6,1,1,5,6.7,Baixo Risco
38,Feminino,Saúde,Presencial,4,3,4,1,3,5,9.1,Baixo Risco
51,Feminino,Saúde,Presencial,3,5,2,3,3,1,16.6,Moderado Risco
50,Masculino,Educação,Híbrido,5,12,3,1,3,4,10.1,Baixo Risco
40,Feminino,Financeiro,Híbrido,2,7,3,4,5,1,18.5,Alto Risco
32,Feminino,Logística,Híbrido,1,6,3,3,2,5,11.4,Baixo Risco
55,Masculino,Logística,Home Office,3,14,5,5,5,3,22.5,Alto Risco
28,Masculino,Vendas/MKT,Híbrido,4,6,7,3,5,4,15.0,Moderado Risco
55,Masculino,Tecnologia,Presencial,5,14,3,3,1,1,13.7,Moderado Risco
41,Masculino,Vendas/MKT,Home Office,5,7,4,1,1,5,6.2,Baixo Risco
59,Feminino,Logística,Híbrido,1,12,2,2,1,5,10.2,Baixo Risco
45,Feminino,Educação,Presencial,2,14,5,1,2,4,9.9,Baixo Risco
31,Feminino,Saúde,Home Office,3,6,10,2,3,2,16.1,Moderado Risco
53,Masculino,Financeiro,Home Office,2,12,6,3,2,4,12.9,Moderado Risco
36,Masculino,Saúde,Home Office,1,3,1,3,3,1,15.1,Moderado Risco
58,Masculino,Administrativo,Presencial,1,10,3,5,2,2,16.9,Moderado Risco
41,Masculino,Financeiro,Híbrido,3,5,2,1,5,4,11.0,Baixo Risco
24,Masculino,Administrativo,Presencial,5,11,3,5,5,4,18.5,Alto Risco
58,Feminino,Financeiro,Home Office,5,1,7,4,3,4,12.6,Moderado Risco
29,Feminino,Saúde,Presencial,3,7,8,3,3,3,16.6,Moderado Risco
44,Feminino,Logística,Presencial,2,2,4,5,3,4,16.1,Moderado Risco
32,Feminino,Tecnologia,Home Office,3,3,10,4,4,1,17.8,Alto Risco
29,Masculino,Administrativo,Home Office,5,1,5,2,1,5,6.2,Baixo Risco
50,Feminino,Vendas/MKT,Híbrido,2,14,3,1,4,1,14.3,Moderado Risco
51,Masculino,Vendas/MKT,Presencial,4,8,7,4,4,4,15.3,Moderado Risco
31,Masculino,Educação,Híbrido,2,1,1,1,5,2,11.5,Baixo Risco
49,Feminino,Logística,Home Office,5,13,6,3,5,3,19.5,Alto Risco
57,Masculino,Administrativo,Híbrido,1,12,0,2,3,3,12.6,Moderado Risco
34,Masculino,Saúde,Presencial,2,5,2,3,5,3,17.0,Alto Risco
53,Feminino,Vendas/MKT,Presencial,2,2,4,4,3,2,14.6,Moderado Risco
57,Masculino,Logística,Home Office,1,11,3,2,4,2,16.8,Moderado Risco
58,Masculino,Administrativo,Híbrido,5,14,2,4,1,2,14.2,Moderado Risco
47,Masculino,Vendas/MKT,Home Office,4,5,2,1,5,2,13.0,Moderado Risco
43,Masculino,Administrativo,Híbrido,4,3,3,3,4,1,14.3,Moderado Risco
25,Masculino,Logística,Híbrido,3,12,5,1,3,5,12.1,Moderado Risco
52,Masculino,Saúde,Home Office,4,7,2,2,5,2,16.5,Moderado Risco
39,Feminino,Logística,Híbrido,4,2,1,5,1,5,11.7,Baixo Risco
59,Feminino,Vendas/MKT,Híbrido,2,7,3,1,5,4,11.0,Baixo Risco
45,Feminino,Vendas/MKT,Presencial,3,2,4,2,3,5,8.6,Baixo Risco
44,Feminino,Tecnologia,Presencial,4,13,5,2,4,4,13.8,Moderado Risco
43,Masculino,Logística,Home Office,2,4,4,4,4,3,16.8,Moderado Risco
23,Masculino,Saúde,Home Office,3,10,3,1,1,4,9.7,Baixo Risco
52,Feminino,Administrativo,Híbrido,2,12,5,3,1,1,14.7,Moderado Risco
32,Feminino,Tecnologia,Presencial,1,1,9,1,4,4,10.3,Baixo Risco
49,Feminino,Educação,Presencial,5,5,0,4,2,3,12.9,Moderado Risco
53,Masculino,Saúde,Home Office,5,6,9,2,4,3,16.3,Moderado Risco
26,Masculino,Financeiro,Presencial,5,7,1,3,3,5,10.6,Baixo Risco
59,Masculino,Administrativo,Home Office,4,12,3,5,5,5,17.5,Alto Risco
31,Masculino,Saúde,Presencial,5,3,3,3,2,3,11.9,Baixo Risco
45,Feminino,Tecnologia,Home Office,5,8,3,1,4,4,9.8,Baixo Risco
56,Feminino,Tecnologia,Home Office,3,1,4,3,5,4,13.5,Moderado Risco
44,Feminino,Logística,Presencial,3,13,2,1,1,2,11.7,Baixo Risco
38,Feminino,Educação,Home Office,3,13,3,3,4,1,17.3,Alto Risco
22,Masculino,Saúde,Presencial,4,7,8,1,2,4,11.4,Baixo Risco
52,Masculino,Educação,Presencial,5,5,3,2,3,3,11.1,Baixo Risco
52,Masculino,Tecnologia,Híbrido,4,3,11,2,5,1,16.0,Moderado Risco
55,Masculino,Administrativo,Híbrido,4,1,7,1,5,5,9.5,Baixo Risco
30,Feminino,Vendas/MKT,Híbrido,4,3,2,1,4,3,9.3,Baixo Risco
43,Feminino,Administrativo,Híbrido,4,14,6,5,3,3,18.1,Alto Risco
34,Masculino,Administrativo,Presencial,4,2,1,1,3,5,6.1,Baixo Risco
46,Masculino,Financeiro,Presencial,4,12,7,4,1,4,13.2,Moderado Risco
39,Feminino,Financeiro,Híbrido,5,3,6,1,4,5,8.3,Baixo Risco
33,Masculino,Vendas/MKT,Híbrido,3,3,2,2,5,3,12.0,Moderado Risco
38,Masculino,Tecnologia,Híbrido,2,14,6,3,1,4,11.7,Baixo Risco
36,Feminino,Saúde,Híbrido,2,10,3,2,5,5,15.0,Moderado Risco
36,Masculino,Tecnologia,Home Office,2,6,9,4,1,4,12.7,Moderado Risco
36,Feminino,Financeiro,Híbrido,1,0,3,3,4,1,14.3,Moderado Risco
34,Masculino,Logística,Presencial,3,14,1,2,1,4,11.2,Baixo Risco
38,Masculino,Saúde,Híbrido,5,8,9,1,1,3,11.2,Baixo Risco
53,Outro,Tecnologia,Híbrido,4,4,6,1,3,5,7.1,Baixo Risco
30,Feminino,Vendas/MKT,Híbrido,2,2,4,3,3,4,11.1,Baixo Risco
41,Feminino,Tecnologia,Híbrido,3,6,2,5,5,2,19.0,Alto Risco
47,Feminino,Administrativo,Híbrido,5,6,1,4,3,5,12.1,Moderado Risco
48,Feminino,Saúde,Presencial,2,7,6,2,4,5,13.3,Moderado Risco
42,Masculino,Educação,Híbrido,3,9,1,2,4,2,13.3,Moderado Risco
39,Masculino,Financeiro,Presencial,5,3,4,4,1,4,10.2,Baixo Risco
34,Feminino,Tecnologia,Híbrido,3,12,2,2,5,1,17.0,Alto Risco
37,Feminino,Financeiro,Híbrido,4,8,4,3,4,3,14.8,Moderado Risco
30,Feminino,Logística,Híbrido,3,1,4,5,1,1,16.7,Moderado Risco
33,Masculino,Administrativo,Híbrido,3,5,5,3,5,3,16.0,Moderado Risco
59,Feminino,Vendas/MKT,Presencial,1,2,4,5,4,3,16.3,Moderado Risco
40,Feminino,Tecnologia,Home Office,4,7,2,1,2,5,6.4,Baixo Risco
28,Masculino,Saúde,Home Office,3,7,10,5,1,3,17.2,Alto Risco
56,Feminino,Saúde,Híbrido,4,5,10,5,4,5,18.8,Alto Risco
39,Masculino,Tecnologia,Presencial,3,3,11,5,2,2,15.9,Moderado Risco
37,Masculino,Financeiro,Presencial,4,13,3,2,1,3,10.2,Baixo Risco
25,Feminino,Administrativo,Híbrido,5,7,2,5,4,2,17.8,Alto Risco
46,Masculino,Logística,Híbrido,2,5,5,4,1,1,16.7,Moderado Risco
53,Masculino,Vendas/MKT,Presencial,1,11,2,1,3,5,9.1,Baixo Risco
34,Masculino,Educação,Híbrido,2,8,1,1,2,5,6.4,Baixo Risco
38,Feminino,Vendas/MKT,Híbrido,3,13,7,2,5,4,15.0,Moderado Risco
58,Feminino,Saúde,Híbrido,3,6,10,3,5,3,19.0,Alto Risco
27,Masculino,Vendas/MKT,Híbrido,5,8,5,4,1,4,11.7,Baixo Risco
40,Masculino,Administrativo,Home Office,3,12,6,3,1,4,11.7,Baixo Risco
34,Feminino,Tecnologia,Presencial,4,13,9,5,3,2,20.1,Alto Risco
47,Feminino,Saúde,Híbrido,2,7,3,3,2,5,11.4,Baixo Risco
35,Feminino,Administrativo,Presencial,3,13,1,4,1,2,14.2,Moderado Risco
52,Feminino,Vendas/MKT,Híbrido,5,3,1,2,5,5,10.0,Baixo Risco
25,Masculino,Saúde,Híbrido,1,11,4,2,2,5,12.4,Moderado Risco
29,Feminino,Logística,Presencial,2,5,5,5,2,4,16.4,Moderado Risco
46,Feminino,Financeiro,Híbrido,5,13,3,4,3,2,16.6,Moderado Risco
34,Masculino,Financeiro,Home Office,5,6,1,2,1,2,9.7,Baixo Risco
53,Feminino,Financeiro,Presencial,2,3,1,5,2,5,10.9,Baixo Risco
59,Masculino,Saúde,Híbrido,5,3,7,3,3,2,15.1,Moderado Risco
59,Masculino,Educação,Home Office,1,9,7,4,5,3,17.5,Alto Risco
49,Feminino,Vendas/MKT,Híbrido,1,2,0,2,3,2,10.6,Baixo Risco
51,Masculino,Administrativo,Home Office,3,9,4,4,3,1,17.1,Alto Risco
24,Masculino,Tecnologia,Home Office,4,5,4,2,3,2,13.1,Moderado Risco
49,Feminino,Vendas/MKT,Presencial,3,10,7,2,1,3,11.2,Baixo Risco
24,Feminino,Saúde,Presencial,4,1,9,4,3,2,17.6,Alto Risco
55,Masculino,Financeiro,Home Office,2,12,3,2,5,3,15.0,Moderado Risco
37,Masculino,Administrativo,Home Office,5,10,1,3,2,1,14.9,Moderado Risco
43,Masculino,Financeiro,Presencial,3,3,4,5,4,4,15.3,Moderado Risco
53,Feminino,Tecnologia,Híbrido,5,7,9,1,1,5,7.2,Baixo Risco
59,Masculino,Tecnologia,Híbrido,3,2,6,4,4,5,12.8,Moderado Risco
29,Feminino,Financeiro,Home Office,3,11,7,4,3,5,14.6,Moderado Risco
29,Masculino,Vendas/MKT,Híbrido,1,12,0,5,1,1,16.7,Moderado Risco
27,Masculino,Administrativo,Home Office,4,7,7,3,5,1,18.0,Alto Risco
35,Masculino,Vendas/MKT,Home Office,2,6,0,1,4,3,10.8,Baixo Risco
53,Masculino,Administrativo,Home Office,5,13,6,3,2,1,15.9,Moderado Risco
56,Masculino,Vendas/MKT,Híbrido,3,6,4,4,5,4,16.5,Moderado Risco
31,Masculino,Administrativo,Híbrido,5,10,4,1,5,3,14.5,Moderado Risco
24,Feminino,Tecnologia,Presencial,1,8,4,2,4,4,12.3,Moderado Risco
33,Masculino,Administrativo,Híbrido,2,3,0,4,2,4,10.4,Baixo Risco
52,Masculino,Financeiro,Híbrido,4,10,1,3,1,2,12.7,Moderado Risco
50,Feminino,Administrativo,Híbrido,4,7,7,5,5,5,17.0,Alto Risco
26,Masculino,Tecnologia,Híbrido,3,1,4,2,1,4,7.2,Baixo Risco
46,Feminino,Vendas/MKT,Híbrido,2,14,5,1,5,5,12.5,Moderado Risco
52,Masculino,Vendas/MKT,Home Office,4,2,7,4,3,3,13.6,Moderado Risco
42,Masculino,Administrativo,Híbrido,2,3,1,5,5,5,14.5,Moderado Risco
41,Feminino,Vendas/MKT,Presencial,5,8,0,5,1,1,15.2,Moderado Risco
43,Masculino,Financeiro,Híbrido,1,0,3,3,2,5,7.9,Baixo Risco
25,Feminino,Logística,Home Office,2,6,4,5,4,1,21.8,Alto Risco
34,Masculino,Financeiro,Home Office,2,1,6,3,2,2,11.9,Baixo Risco
41,Masculino,Tecnologia,Presencial,4,4,6,1,5,2,12.5,Moderado Risco
34,Feminino,Saúde,Híbrido,3,0,3,4,1,4,11.2,Baixo Risco
38,Feminino,Saúde,Home Office,3,5,9,1,3,1,15.6,Moderado Risco
57,Feminino,Logística,Presencial,5,12,3,3,2,1,16.9,Moderado Risco
54,Masculino,Administrativo,Presencial,4,11,5,1,3,5,10.1,Baixo Risco
22,Masculino,Administrativo,Presencial,4,2,2,4,4,2,14.8,Moderado Risco
36,Feminino,Tecnologia,Híbrido,1,12,3,4,3,1,17.6,Alto Risco
34,Feminino,Tecnologia,Híbrido,3,5,11,5,4,3,18.8,Alto Risco
38,Feminino,Saúde,Presencial,4,7,7,3,3,2,16.6,Moderado Risco
45,Masculino,Saúde,Híbrido,5,7,1,1,5,4,13.0,Moderado Risco
29,Masculino,Tecnologia,Presencial,1,11,6,5,3,4,17.1,Alto Risco
48,Feminino,Financeiro,Híbrido,3,3,3,5,2,2,13.9,Moderado Risco
44,Masculino,Logística,Híbrido,3,6,2,1,2,1,12.4,Moderado Risco
29,Feminino,Logística,Híbrido,3,11,3,3,2,4,13.9,Moderado Risco
29,Masculino,Logística,Presencial,1,5,2,3,4,2,16.8,Moderado Risco
47,Masculino,Saúde,Híbrido,5,1,5,4,4,5,14.8,Moderado Risco
34,Masculino,Vendas/MKT,Híbrido,5,5,1,3,5,1,17.0,Alto Risco
58,Masculino,Vendas/MKT,Híbrido,4,1,1,5,4,2,16.3,Moderado Risco
49,Masculino,Saúde,Híbrido,4,12,1,4,5,5,18.0,Alto Risco
46,Masculino,Tecnologia,Híbrido,3,3,7,2,3,3,10.6,Baixo Risco
37,Masculino,Saúde,Presencial,2,4,10,4,1,4,13.2,Moderado Risco
23,Feminino,Tecnologia,Presencial,4,8,4,5,2,2,16.4,Moderado Risco
39,Feminino,Financeiro,Presencial,5,12,2,1,2,1,11.9,Baixo Risco
38,Feminino,Tecnologia,Híbrido,3,2,6,1,5,5,9.5,Baixo Risco
51,Masculino,Financeiro,Híbrido,5,11,3,1,4,2,13.3,Moderado Risco
34,Feminino,Saúde,Home Office,3,4,11,5,3,2,19.1,Alto Risco
53,Feminino,Vendas/MKT,Home Office,1,1,1,4,5,5,13.0,Moderado Risco
50,Masculino,Tecnologia,Home Office,4,2,8,1,2,2,9.9,Baixo Risco
51,Feminino,Logística,Híbrido,1,12,1,3,5,1,20.5,Alto Risco
39,Masculino,Tecnologia,Híbrido,4,4,10,2,1,4,8.2,Baixo Risco
34,Masculino,Tecnologia,Home Office,5,6,11,1,1,1,11.2,Baixo Risco
42,Masculino,Administrativo,Presencial,5,12,4,1,1,1,11.7,Baixo Risco
51,Masculino,Educação,Híbrido,2,5,7,2,3,4,11.1,Baixo Risco
42,Masculino,Tecnologia,Presencial,5,13,8,3,1,2,14.7,Moderado Risco
38,Masculino,Educação,Home Office,3,13,6,2,3,5,11.6,Baixo Risco
40,Feminino,Educação,Híbrido,2,1,0,1,5,5,8.5,Baixo Risco
36,Masculino,Financeiro,Presencial,3,12,6,1,3,3,12.1,Moderado Risco
30,Feminino,Financeiro,Híbrido,2,13,3,4,2,1,16.4,Moderado Risco
31,Feminino,Administrativo,Presencial,3,8,3,5,4,4,15.8,Moderado Risco
52,Masculino,Saúde,Home Office,2,7,5,4,1,5,12.7,Moderado Risco
44,Feminino,Financeiro,Híbrido,4,8,5,4,4,4,15.3,Moderado Risco
51,Feminino,Saúde,Híbrido,4,8,7,4,5,5,17.5,Alto Risco
54,Feminino,Vendas/MKT,Híbrido,2,4,0,4,3,4,11.6,Baixo Risco
30,Feminino,Administrativo,Home Office,1,10,6,4,3,1,18.6,Alto Risco
22,Feminino,Vendas/MKT,Home Office,2,6,4,3,4,3,14.8,Moderado Risco
56,Feminino,Vendas/MKT,Home Office,1,6,0,5,5,3,18.0,Alto Risco
32,Masculino,Administrativo,Home Office,3,9,3,5,4,1,18.8,Alto Risco
55,Masculino,Educação,Presencial,2,8,6,5,2,2,16.4,Moderado Risco
37,Feminino,Vendas/MKT,Home Office,1,8,1,3,1,2,11.2,Baixo Risco
30,Masculino,Administrativo,Híbrido,2,5,4,3,1,4,10.2,Baixo Risco
53,Feminino,Tecnologia,Home Office,4,2,6,3,3,1,14.1,Moderado Risco
36,Feminino,Educação,Híbrido,4,7,6,1,5,1,15.0,Moderado Risco
33,Feminino,Vendas/MKT,Presencial,2,0,3,5,5,4,15.5,Moderado Risco
54,Masculino,Administrativo,Híbrido,2,9,1,2,3,4,10.1,Baixo Risco
35,Feminino,Administrativo,Presencial,5,10,1,4,5,5,16.0,Moderado Risco
29,Masculino,Vendas/MKT,Híbrido,4,3,6,1,5,3,11.5,Baixo Risco
29,Masculino,Administrativo,Híbrido,3,9,5,1,1,5,6.2,Baixo Risco
48,Masculino,Logística,Presencial,2,1,4,4,2,4,13.4,Moderado Risco
33,Masculino,Tecnologia,Home Office,5,4,4,1,2,4,6.9,Baixo Risco
22,Masculino,Tecnologia,Home Office,2,11,6,3,3,4,14.1,Moderado Risco
32,Feminino,Logística,Home Office,4,11,1,1,2,5,9.9,Baixo Risco
52,Feminino,Financeiro,Home Office,1,6,6,5,2,3,15.4,Moderado Risco
38,Masculino,Financeiro,Híbrido,1,10,5,5,1,4,14.7,Moderado Risco
54,Masculino,Financeiro,Híbrido,4,0,0,2,2,2,9.4,Baixo Risco
53,Feminino,Administrativo,Presencial,3,3,2,5,2,3,12.9,Moderado Risco
50,Feminino,Financeiro,Home Office,5,2,7,4,2,2,13.4,Moderado Risco
42,Masculino,Administrativo,Home Office,2,3,5,4,4,2,15.8,Moderado Risco
42,Feminino,Administrativo,Home Office,2,5,7,5,2,3,15.4,Moderado Risco
44,Feminino,Financeiro,Home Office,2,9,7,3,4,2,15.8,Moderado Risco
27,Masculino,Financeiro,Híbrido,5,5,0,5,1,1,15.2,Moderado Risco
43,Masculino,Vendas/MKT,Híbrido,5,11,4,3,2,5,11.9,Baixo Risco
59,Masculino,Vendas/MKT,Home Office,4,0,5,4,5,4,15.0,Moderado Risco
58,Masculino,Saúde,Híbrido,5,2,7,5,4,1,20.3,Alto Risco
29,Masculino,Tecnologia,Híbrido,2,0,9,2,2,4,9.4,Baixo Risco
56,Feminino,Saúde,Híbrido,2,12,10,4,5,4,21.0,Alto Risco
32,Feminino,Tecnologia,Híbrido,5,0,11,2,3,1,13.6,Moderado Risco
45,Masculino,Saúde,Home Office,5,0,6,4,4,4,15.8,Moderado Risco
42,Masculino,Saúde,Híbrido,4,2,10,1,1,3,9.7,Baixo Risco
23,Feminino,Educação,Híbrido,1,13,2,1,3,5,9.1,Baixo Risco
40,Outro,Administrativo,Híbrido,5,1,5,1,5,4,10.5,Baixo Risco
49,Masculino,Educação,Híbrido,1,13,2,2,4,5,11.8,Baixo Risco
38,Feminino,Administrativo,Home Office,3,11,5,3,4,2,17.3,Alto Risco
27,Feminino,Vendas/MKT,Presencial,1,3,4,4,2,4,11.4,Baixo Risco
40,Feminino,Vendas/MKT,Presencial,5,6,5,1,3,2,11.6,Baixo Risco
59,Masculino,Financeiro,Presencial,2,10,6,2,2,5,10.4,Baixo Risco
49,Outro,Saúde,Home Office,2,10,10,4,1,1,19.2,Alto Risco
23,Feminino,Vendas/MKT,Híbrido,5,13,6,1,3,5,10.1,Baixo Risco
59,Outro,Administrativo,Home Office,4,14,1,1,4,3,12.3,Moderado Risco
58,Masculino,Financeiro,Híbrido,5,1,5,1,5,3,11.5,Baixo Risco
25,Masculino,Tecnologia,Híbrido,5,1,2,2,1,5,5.2,Baixo Risco
43,Masculino,Vendas/MKT,Home Office,4,12,6,3,2,5,11.9,Baixo Risco
47,Feminino,Saúde,Presencial,4,11,5,1,2,2,13.9,Moderado Risco
57,Masculino,Tecnologia,Híbrido,3,11,6,1,1,2,10.7,Baixo Risco
34,Feminino,Vendas/MKT,Híbrido,3,14,1,3,3,4,13.1,Moderado Risco
53,Masculino,Logística,Presencial,3,12,7,3,1,2,15.7,Moderado Risco
38,Feminino,Educação,Híbrido,4,10,2,5,3,1,19.1,Alto Risco
57,Masculino,Administrativo,Presencial,1,6,2,1,1,1,9.2,Baixo Risco
40,Masculino,Logística,Presencial,5,11,6,4,1,2,17.2,Alto Risco
56,Feminino,Logística,Híbrido,3,8,2,5,4,5,16.8,Moderado Risco
49,Feminino,Saúde,Home Office,1,10,1,4,3,5,15.6,Moderado Risco
22,Masculino,Saúde,Presencial,5,14,10,3,1,1,17.7,Alto Risco
39,Masculino,Vendas/MKT,Híbrido,1,2,3,5,2,5,10.9,Baixo Risco
54,Feminino,Financeiro,Presencial,2,9,7,2,2,3,10.9,Baixo Risco
33,Masculino,Tecnologia,Híbrido,2,7,5,5,3,5,14.6,Moderado Risco
29,Feminino,Tecnologia,Híbrido,5,5,2,5,1,1,15.2,Moderado Risco
45,Feminino,Financeiro,Home Office,1,14,5,3,3,4,14.1,Moderado Risco
37,Feminino,Financeiro,Home Office,1,12,0,1,1,2,9.7,Baixo Risco
25,Feminino,Educação,Presencial,4,13,0,3,4,2,16.3,Moderado Risco
59,Masculino,Financeiro,Presencial,3,5,4,3,5,4,15.0,Moderado Risco
48,Outro,Tecnologia,Presencial,5,2,7,3,2,3,10.9,Baixo Risco
30,Feminino,Logística,Home Office,1,9,4,4,3,3,17.1,Alto Risco
37,Masculino,Administrativo,Híbrido,3,8,7,2,2,4,9.9,Baixo Risco
33,Feminino,Tecnologia,Presencial,5,8,5,4,1,5,10.7,Baixo Risco
52,Masculino,Educação,Presencial,1,3,7,5,2,1,15.9,Moderado Risco
45,Feminino,Logística,Híbrido,2,12,7,3,1,3,14.7,Moderado Risco
35,Masculino,Vendas/MKT,Presencial,1,12,0,1,3,3,11.1,Baixo Risco
46,Masculino,Tecnologia,Home Office,2,9,11,3,5,4,16.0,Moderado Risco
55,Feminino,Administrativo,Híbrido,2,11,4,4,4,4,16.8,Moderado Risco
24,Masculino,Educação,Híbrido,4,5,0,2,4,3,12.3,Moderado Risco
45,Feminino,Vendas/MKT,Híbrido,4,4,2,4,2,5,9.4,Baixo Risco
30,Feminino,Saúde,Presencial,3,3,6,3,3,2,15.1,Moderado Risco
47,Feminino,Vendas/MKT,Híbrido,5,1,5,2,3,2,11.6,Baixo Risco
41,Feminino,Vendas/MKT,Home Office,3,3,1,1,4,2,10.3,Baixo Risco
31,Feminino,Financeiro,Híbrido,4,6,2,4,1,2,12.7,Moderado Risco
40,Feminino,Financeiro,Híbrido,3,2,7,4,4,3,14.8,Moderado Risco
24,Feminino,Educação,Home Office,5,2,3,5,2,3,12.9,Moderado Risco
45,Feminino,Tecnologia,Presencial,5,10,3,2,4,2,14.8,Moderado Risco
26,Masculino,Vendas/MKT,Híbrido,1,2,0,4,1,2,11.2,Baixo Risco
24,Masculino,Tecnologia,Híbrido,3,8,10,5,2,5,14.4,Moderado Risco
48,Feminino,Tecnologia,Home Office,4,13,3,1,1,5,6.7,Baixo Risco
37,Feminino,Educação,Presencial,1,0,0,4,5,5,13.0,Moderado Risco
36,Feminino,Tecnologia,Híbrido,3,4,6,4,2,1,14.4,Moderado Risco
56,Masculino,Administrativo,Presencial,5,8,1,3,1,5,8.2,Baixo Risco
33,Masculino,Administrativo,Presencial,4,13,2,4,4,5,14.8,Moderado Risco
47,Masculino,Educação,Home Office,3,6,5,1,5,3,13.0,Moderado Risco
55,Feminino,Vendas/MKT,Híbrido,5,11,7,5,1,2,16.7,Moderado Risco
44,Feminino,Administrativo,Home Office,5,11,7,2,4,5,12.8,Moderado Risco
52,Feminino,Saúde,Híbrido,3,0,11,1,5,5,12.5,Moderado Risco
41,Masculino,Vendas/MKT,Híbrido,3,3,3,2,3,5,7.6,Baixo Risco
33,Masculino,Tecnologia,Home Office,4,5,11,1,3,3,11.6,Baixo Risco
44,Feminino,Financeiro,Híbrido,1,4,4,5,5,1,19.5,Alto Risco
25,Masculino,Logística,Presencial,5,1,1,3,1,4,9.7,Baixo Risco
44,Feminino,Vendas/MKT,Presencial,1,0,2,5,1,2,12.7,Moderado Risco
22,Feminino,Tecnologia,Presencial,1,10,7,2,2,3,12.4,Moderado Risco
46,Masculino,Saúde,Híbrido,5,3,5,2,1,3,10.2,Baixo Risco
23,Masculino,Educação,Home Office,3,11,5,4,1,3,14.2,Moderado Risco
51,Feminino,Financeiro,Home Office,5,9,3,3,3,5,10.6,Baixo Risco
24,Feminino,Vendas/MKT,Home Office,1,4,0,5,3,3,14.1,Moderado Risco
42,Masculino,Educação,Home Office,4,14,3,5,1,4,13.7,Moderado Risco
46,Masculino,Saúde,Híbrido,5,3,4,2,4,3,13.8,Moderado Risco
41,Masculino,Tecnologia,Presencial,4,2,6,3,3,1,14.1,Moderado Risco
43,Feminino,Educação,Híbrido,3,9,0,5,1,2,14.2,Moderado Risco
42,Feminino,Financeiro,Home Office,3,14,6,3,3,5,13.1,Moderado Risco
54,Outro,Tecnologia,Híbrido,4,7,4,3,1,2,12.2,Moderado Risco
59,Masculino,Saúde,Híbrido,4,11,2,5,5,2,22.5,Alto Risco
36,Feminino,Saúde,Presencial,5,13,4,3,3,3,17.1,Alto Risco
36,Masculino,Tecnologia,Híbrido,3,5,8,1,1,3,9.2,Baixo Risco
46,Masculino,Logística,Híbrido,4,10,0,2,3,5,12.6,Moderado Risco
42,Feminino,Vendas/MKT,Híbrido,2,14,2,3,4,5,13.3,Moderado Risco
45,Feminino,Logística,Home Office,5,13,3,3,5,2,19.5,Alto Risco
26,Masculino,Vendas/MKT,Presencial,5,11,6,1,1,5,7.7,Baixo Risco
27,Masculino,Tecnologia,Home Office,2,2,7,4,5,3,16.0,Moderado Risco
44,Masculino,Financeiro,Presencial,3,5,4,3,1,4,10.2,Baixo Risco
25,Masculino,Educação,Home Office,4,14,6,5,5,3,20.5,Alto Risco
48,Feminino,Educação,Híbrido,4,9,0,4,5,2,17.5,Alto Risco
39,Feminino,Educação,Home Office,3,7,0,4,2,3,12.9,Moderado Risco
42,Outro,Vendas/MKT,Presencial,2,6,6,1,1,1,10.2,Baixo Risco
49,Feminino,Educação,Híbrido,2,14,7,5,3,4,17.1,Alto Risco
56,Masculino,Tecnologia,Home Office,2,12,7,4,3,4,15.6,Moderado Risco
43,Masculino,Educação,Presencial,5,0,7,3,3,3,12.1,Moderado Risco
44,Masculino,Vendas/MKT,Presencial,4,5,6,1,5,5,11.0,Baixo Risco
24,Feminino,Administrativo,Híbrido,1,0,5,1,4,2,11.3,Baixo Risco
31,Masculino,Educação,Presencial,5,12,1,1,3,5,9.1,Baixo Risco
